StartDate,EndDate,Consent_Q1,Consent_Q2,Donation1_SELF,Donation1_HELP,Donation1_JUSTICE,Donation1_EDUCATION,Donation1_ANIMALS,Donation1_NATURE,Donation1_ART,Donation1_SCIENCE,Donation2_SELF,Donation2_HELP,Donation2_JUSTICE,Donation2_EDUCATION,Donation2_ANIMALS,Donation2_NATURE,Donation2_ART,Donation2_SCIENCE,Taste_Possibility,GoodTaste_Def,BadTaste_Def,NoTaste_Justification,GoodTaste_Example,BadTaste_Example,Domains_Distinction1_Beer,Domains_Distinction1_Car,Domains_Distinction1_Clothing,Domains_Distinction1_ComicBooks,Domains_Distinction1_Food,Domains_Distinction1_GraphicDesign,Domains_Distinction1_InteriorDesign,Domains_Distinction1_Jewelry,Domains_Distinction1_Literature,Domains_Distinction1_Marijuana,Domains_Distinction1_Movies,Domains_Distinction1_Music,Domains_Distinction1_Paintings,Domains_Distinction1_Sculpture,Domains_Distinction1_Sports,Domains_Distinction1_TVshows,Domains_Distinction1_Videogames,Domains_Distinction1_Wine,Domains_Distinction1_Wrestling,Domains_Distinction2_Beer,Domains_Distinction2_Car,Domains_Distinction2_Clothing,Domains_Distinction2_Comicbooks,Domains_Distinction2_Food,Domains_Distinction2_GraphicDesign,Domains_Distinction2_InteriorDesign,Domains_Distinction2_Jewelry,Domains_Distinction2_Literature,Domains_Distinction2_Marijuana,Domains_Distinction2_Movies,Domains_Distinction2_Music,Domains_Distinction2_Paintings,Domains_Distinction2_Sculpture,Domains_Distinction2_Sports,Domains_Distinction2_TVshows,Domains_Distinction2_Videogames,Domains_Distinction2_Wine,Domains_Distinction2_Wrestling,Importance_Beer,Importance_Car,Importance_Clothing,Importance_Comicbooks,Importance_Food,Importance_GraphicDesign,Importance_InteriorDesign,Importance_Jewelry,Importance_Literature,Importance_Marijuana,Importance_Movies,Importance_Music,Importance_Paintings,Importance_Sculpture,Importance_Sports,Importance_TVshows,Importance_Videogames,Importance_Wine,Importance_Wrestling,CHECK1,Improvement,Improve_Possible,Improve_Impossible,Preferences_Beethoven,Preferences_MileyCirus,Preferences_CitizenKane,Preferences_Marvel,Preferences_Cognac,Preferences_JackDaniel,Preferences_Busts,Preferences_Eiffel,CHECK2,Knowledge_Beer,Knowledge_Car,Knowledge_Clothing,Knowledge_Comicbooks,Knowledge_Food,Knowledge_GraphicDesign,Knowledge_InteriorDesign,Knowledge_Jewelry,Knowledge_Literature,Knowledge_Marijuana,Knowledge_Movies,Knowledge_Music,Knowledge_Paintings,Knowledge_Sculpture,Knowledge_Sports,Knowledge_TVshows,Knowledge_Videogames,Knowledge_Wine,Knowledge_Wrestling,IRL_Q1,IRL_Q2_HELP,IRL_Q2_JUSTICE,IRL_Q2_SCIENCE,IRL_Q2_ART,IRL_Q2_NATURE,IRL_Q2_EDUCATION,IRL_Q2_ANIMALS,BM_General_1,BM_General_2,BM_General_3,BM_General_4,BM_General_5,BM_General_6,BM_General_7,BM_General_8,BM_General_9,BM_General_10,CHECK3,CHECK4,DPES_1,DPES_2,DPES_3,DPES_4,DPES_5,DPES_6,DPES_7,DPES_8,DPES_9,DPES_10,DPES_11,DPES_12,DPES_13,DPES_14,DPES_15,DPES_16,DPES_17,DPES_18,DPES_19,DPES_20,DPES_21,DPES_22,DPES_23,DPES_24,DPES_25,DPES_26,DPES_27,DPES_28,DPES_29,DPES_30,DPES_31,DPES_32,DPES_33,DPES_34,DPES_35,DPES_36,DPES_37,DPES_38,Gratitude_1,Gratitude_2,Gratitude_3,Gratitude_4,Gratitude_5,Gratitude_6,Age,Gender,Gender_3_TEXT,NativeLanguage,Country1,Country2,Student,Profession,EducationLevel,EducationLevel_Coded,EducationLevel_3_TEXT,EducationLevel_4_TEXT,EducationLevel_5_TEXT,EducationLevel_6_TEXT,ParentEducation,ParentEducation_Coded,ParentEducation_3_TEXT,ParentEducation_4_TEXT,ParentEducation_5_TEXT,ParentEducation_6_TEXT,Political,Art_1,Art_2,Art_3,Art_4,Art_5,Code
2021-02-01 17:12:04,2021-02-01 17:31:12,YES,YES,100,0,0,0,0,0,0,0,,,,,,,,,YES,They like things that look good together and aren’t gaudy or over the top as in too much forced into one space. Complimentary color combinations and a feel for what belongs together. Their selections feel good. ,"The opposite of good. Too much, too dissonant, disturbing or conflicting color and shape choices. The consumer mindset. Wants the easiest lowest form of communication. ",,"My grandmother has a specific style associated to her. She purposefully selects items to compliment her home and her aesthetic. It is clean and uncluttered, nothing that is not necessary. ",My cousin has so many yard gnomes and other miscellaneous statues and lawn ornaments that you can barely see her house through the mess. And that’s just the outside. They have nothing to do with one another and so it’s just a mess. ,,,,,,,,,,,,,,,,,,,,1,0,2,3,2,3,3,3,3,3,3,3,0,1,1,2,3,3,1,0,0,3,6,5,5,4,1,5,6,6,4,5,2,3,5,4,0,1,0,YES,Learn more about the subject or medium. ,,1,2,0,2,0,-1,-2,-2,2,0,0,3,4,3,3,3,0,4,2,5,4,3,2,2,5,2,0,1,No,,,,,,,,4,4,2,2,2,3,4,4,4,4,1,5,5,2,5,4,5,4,4,5,4,3,5,3,5,4,4,4,4,7,5,4,2,5,7,4,6,6,6,4,3,6,5,5,6,6,6,6,7,6,6,6,2,7,7,2,49,A woman,,English,USA ,USA ,No,Caregiver,College or university degree. In which field?,4,,BS liberal arts ,,,,,,,,,2,2,1,1,1,1,I have received my code.
2021-02-01 17:17:29,2021-02-01 17:31:23,YES,YES,,,,,,,,,65,10,0,0,25,0,0,0,YES,"When I say that someone has good taste I mean that the other person picks colors, clothing, objects etc. that I think go good together of make a unified picture. ",I think bad taste is when a person picks colors or items that I don't care for or things that I don't think look good together.,,I think Joanna Gaines on Fixer Upper has good taste when it comes to decorating the inside of a house.,I don't think Andy Warhol has good taste art. I don't care for Andy Warhol;s artwork.,2,-3,3,-3,2,3,2,0,2,-2,0,0,3,0,-3,0,-3,3,-3,,,,,,,,,,,,,,,,,,,,5,0,5,0,6,6,6,3,5,1,4,3,3,3,0,3,0,5,0,0,YES,"I think the more experince people have to art, literature , movies the more they can develope their taste in more refined art, litereature and movies.",,0,-2,,-1,0,-1,0,-2,2,0,1,3,0,3,1,1,0,2,0,4,5,1,0,2,4,2,0,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",,,,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",,Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),4,4,1,2,1,3,3,4,4,5,2,5,4,4,5,5,4,5,5,4,5,4,5,5,5,3,4,1,5,2,5,6,6,3,6,7,6,4,6,5,6,6,5,4,5,5,5,2,6,3,6,7,1,5,6,1,54,A woman,,English,USA,USA,No,self-employed,Some college or university...       In which field?,3,undecided,,,,,,,,,,5,0,0,0,0,0,I have received my code.
2021-02-01 17:08:19,2021-02-01 17:31:41,YES,YES,60,0,0,0,20,20,0,0,,,,,,,,,YES,"In our opinion of someone having good taste is the knowledge of that person having a similar taste to your own. Or even if you’re open-minded fully knowing someone is different from you yet, you still have a clear appreciation or respect for their preferences. ",Someone having bad taste is when they have the opposite preference to your own. ,,"The person I’m thinking of that has good taste is my mom. We have a similar preference to many things like clothes, makeup, foods, etc.  We like unique things that are uncommon, or that other people wouldn’t prefer. ","Someone who has bad taste is my Boyfriends Step-mom, she’s not open-minded with much of anything different from the whole Texan-look, beliefs, or culture. ",-3,-3,3,1,3,3,3,3,1,3,3,3,3,2,0,3,3,0,-3,,,,,,,,,,,,,,,,,,,,0,0,6,3,6,4,6,4,4,6,6,6,6,4,0,6,6,3,0,0,YES,I think if the person already has an open-mind (not stubborn) they’re always likely to change up their preferences or habits. They can learn new things & adapt to them.,,0,-3,0,2,0,0,2,-1,2,0,0,5,3,6,3,4,3,3,6,6,6,3,0,0,6,5,3,0,No,,,,,,,,4,4,1,3,1,3,5,4,4,5,1,5,3,1,2,3,4,4,3,3,2,1,2,4,4,3,2,1,1,1,1,4,4,2,6,4,5,4,5,4,7,3,7,4,5,5,3,3,3,3,6,2,6,5,6,2,22,A woman,,English,U.S.,U.S.,No,Photographer Assistant ,High school,2,,,,,,,,,,,4,1,1,0,0,1,I have received my code.
2021-02-01 17:18:14,2021-02-01 17:31:49,YES,YES,,,,,,,,,0,0,0,0,0,0,100,0,YES,Their tastes line up with mine.  They choose something that fits my taste styles.  It should be something traditional to contemporary for it to be in good taste for me.,Their tastes do not line up with mine.  They choose something that would not my taste styles. ,,They look impeccable all the time and they like the same things that I do.  They gravitate to traditional to contemporary stylings.,They always look a hot mess.  Their tastes do not line up with mine.  They choose something that would not my taste styles. ,,,,,,,,,,,,,,,,,,,,-3,-3,2,-3,1,1,2,0,2,-3,2,3,2,1,-3,1,-3,2,-3,0,0,3,0,5,4,5,0,5,0,3,6,4,4,0,4,0,4,0,0,YES,They can expose themselves to other genres.  By listening to varied genres their tastes will likely expand.,,1,-3,2,-3,0,0,1,0,2,0,0,4,0,4,3,4,1,6,0,5,6,3,2,0,2,0,0,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",Ones that defend the rights of vulnerable and oppressed people (e.g. by providing legal assistance or pushing new legislations),,"Ones that promote art and culture (e.g. by funding artists, exhibition, concerts, art festivals, restoring works of art)",,Ones that seek to foster education (e.g. by helping children to get some education or by developing new educational programs),,5,5,1,5,5,4,3,5,4,4,1,5,6,3,7,5,4,6,5,4,6,3,5,5,6,5,6,5,3,7,3,6,6,7,7,7,7,7,7,7,5,5,6,6,7,6,6,6,6,5,6,7,3,7,7,2,45,A man,,English,USA,USA,No,Teacher,"Graduate degree, Masters. In which field?",5,,,Music,,,,,,,,3,1,1,2,1,1,I have received my code.
2021-02-01 17:11:01,2021-02-01 17:32:34,YES,YES,70,5,5,5,5,5,0,5,,,,,,,,,NO,,,I do not criticise the interior of friends homes.  I see things individually rather than the whole.  I see most people in places where someone else has control of furnishings.,,,-3,-3,0,0,0,0,0,-3,0,-3,0,0,0,0,-3,0,-3,-3,-3,,,,,,,,,,,,,,,,,,,,0,0,3,3,3,3,3,3,3,0,3,3,3,3,0,0,0,0,0,0,YES,You can please the taste of your critic by giving someone else what they want.,,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",,,,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",,,1,1,5,1,1,2,1,1,1,2,1,5,2,4,4,1,4,3,2,3,2,6,3,6,4,5,6,2,5,2,5,7,4,5,4,3,2,2,3,2,1,7,2,1,4,1,2,5,4,4,5,5,2,4,3,4,74,A man,,English,United States of America,United States of America,No,unemployed,College or university degree. In which field?,4,,Aerospace Engineering,,,,,,,,,2,0,0,0,0,0,I have received my code.
2021-02-01 17:14:20,2021-02-01 17:32:36,YES,YES,,,,,,,,,50,25,0,0,0,0,25,0,YES,"Someone who has an eye for different arts, music, and elements of life. Those who choose to try new arts out, and branch their tastes into new places.","Someone who enjoys something of poor taste. Whether that be the person who made it being controversial, or whether it's just terrible.",,"My partner. She enjoys cute art, good music, and we are always showing each other new things. Before quarantine, we'd visit the art museum often.","My mother. She listens to the same few albums and hasn't changed her taste in years. Never branches out to listen to new things, and those that she finds are usually a worse version of what came out previously.",-3,-3,3,3,2,3,3,1,3,-3,3,3,2,0,1,3,3,-3,0,,,,,,,,,,,,,,,,,,,,0,1,6,1,6,4,6,2,6,3,2,6,5,4,0,1,5,3,0,0,YES,"By branching out, finding new works that broaden the taste they've pigeonholed themselves into. Finding something new that you love is always a worthwhile experience. ",,3,-3,3,1,2,1,0,0,2,2,2,6,0,6,2,5,2,5,4,4,6,3,1,0,2,6,3,0,No,,,,,,,,3,4,3,4,2,1,2,4,5,4,1,5,6,4,6,5,5,5,6,5,5,6,5,6,6,4,5,5,6,6,5,7,5,6,7,5,7,6,6,5,5,5,6,4,5,7,6,6,6,7,5,6,3,6,6,5,22,A man,,English,United States,United States,No,Driver,High school,2,,,,,,,,,,,1,1,1,0,1,1,I have received my code.
2021-02-01 17:16:46,2021-02-01 17:34:05,YES,YES,,,,,,,,,20,10,20,12,10,10,8,10,YES,When people dress tastefully in good fashion.  Such as a trendy jeans and shirt.  It has good taste and style.,A person has a bad taste in style.  If the clothes are baggy or not stylish when the person wears it in tacky way.,,This person has good taste because they can dress in style all the time.  Their clothes match and fits nicely.  Their shoes and watch are a good complement to their clothes.,This person dresses in baggy clothes and has a poor taste wear the clothes are not fitted and the fashion is outdated and the clothes don't match well with the shoes and colors.,-1,-1,1,0,2,2,2,0,3,-2,2,1,0,2,2,-2,-1,1,-1,,,,,,,,,,,,,,,,,,,,0,1,3,2,4,2,4,5,2,2,4,5,3,5,3,2,1,4,1,0,YES,By asking their peers what they think of their outfit.  I would ask my friends to roast me if the outfit is bad.  It is always good to look into magazines and see what is good fashion sense for men.,,1,-2,0,1,1,-1,0,2,2,1,0,2,2,4,0,3,1,0,0,1,1,3,2,2,1,3,2,2,Yes,,,,,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",,Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),3,1,2,2,1,2,3,4,3,4,1,5,4,6,3,7,4,6,7,7,4,6,4,6,5,2,3,4,3,6,5,7,3,5,4,5,3,7,7,5,4,3,5,6,7,2,4,5,2,4,7,4,6,7,4,6,52,A man,,English,United States,United States,No,Cook,College or university degree. In which field?,4,,Business,,,,,,,,,3,0,1,1,0,1,I have received my code.
2021-02-01 17:19:08,2021-02-01 17:34:48,YES,YES,90,0,0,0,10,0,0,0,,,,,,,,,YES,I think someone who has good taste has a sense of what is real art or fashion.  Not too outrageous and something that is pleasing to the eye.  Good taste is usually looked upon as admirable.,Bad taste is gaudy and outrageous.  No sense of style or purpose.  Someone who has bad taste doesn't really go along with what society thinks is ok.,,This person puts things together cohesively in a way that I never would have thought of doing.  Odd things together that really look good!  ,The person I am thinking of is an older person who has absolutely no sense of style.  She purchases clothes that don't flatter her and her sense of color is off.,2,-3,3,0,2,2,3,2,1,0,1,0,3,3,-3,1,-2,2,-3,,,,,,,,,,,,,,,,,,,,3,0,6,0,3,4,6,5,3,0,2,3,3,3,0,3,0,4,0,0,YES,I think if they take classes and educate themselves they can learn a new appreciation for things they never considered.  That might make their taste change.,,-1,-2,0,-2,0,-1,1,0,2,1,0,2,0,5,1,2,1,2,0,1,4,2,1,0,3,0,5,0,No,,,,,,,,4,4,1,3,3,4,4,4,4,4,1,5,5,5,6,6,6,6,7,7,6,6,7,6,6,6,6,4,6,5,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,7,5,5,7,6,7,7,1,7,7,1,66,A woman,,English,United States,United States,No,retired Customer Service Manager,Some college or university...       In which field?,3,Health,,,,,,,,,,7,1,0,0,0,1,I have received my code.
2021-02-01 17:25:31,2021-02-01 17:36:02,YES,YES,,,,,,,,,100,0,0,0,0,0,0,0,YES,"This can mean different things based on who is saying it of course. Maybe a rich person will think good taste is having antiques, a newly rich person might think good taste is having fancy clothes/cars or a movie snob might like how movies are composed. ","Generally something dumb that can be appreciated by the lowest common denominator, is my best way of summing it up. This can also change depending on who is saying it. ",,David Fincher has good taste in dramatic composition for movies. ,Robot Chicken is a animated show that uses dumb comedy that I dont think is clever. I think its edgy just for the sake of being edgy and is in poor taste. ,3,0,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,0,,,,,,,,,,,,,,,,,,,,6,0,6,6,6,6,6,6,6,1,6,6,6,6,1,6,6,6,0,0,YES,Become exposed to it more. See a lot of different types of the medium and learn to see what is overused and hacky,,0,-2,0,-1,0,0,0,0,2,0,0,3,3,6,4,0,1,2,4,6,5,0,1,3,5,4,0,2,Yes,,,,,,,Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),3,3,5,3,3,4,3,3,3,3,1,5,5,5,4,4,3,7,5,4,5,5,5,7,6,6,4,5,5,4,1,3,5,4,3,4,4,5,4,5,4,5,7,5,7,4,4,4,4,5,7,7,5,7,7,3,41,A man,,english,usa,usa,No,managerial,College or university degree. In which field?,4,,political science,,,,,,,,,4,1,1,0,1,1,I have received my code.
2021-02-01 17:18:49,2021-02-01 17:36:04,YES,YES,,,,,,,,,100,0,0,0,0,0,0,0,YES,More refined taste; liking art or music that is more subtle rather than over-the-top,Something disgusting or gross; art that is deliberately hurtful or aimed at insulting to a group of people,,"Leonard Cohen seemed as though he had good taste. He did not have the best voice, but his music was catchy and interesting with unique themes. He was also a Buddhist who was originally born a Jew, so you could tell his life experiences had influenced who he was","I think of Adam Sandler movies, esp the cheap comedies that made gross jokes about bodies, or the one where he made fun of ""ugly"" woman as he played twins, one man, one woman",,,,,,,,,,,,,,,,,,,,-1,-2,1,-1,1,2,2,0,1,-2,1,1,1,2,-2,1,-1,0,-2,3,1,4,2,4,5,5,3,4,1,4,4,4,5,1,4,1,4,1,0,YES,"Expose themselves to different genrees of art, expand their horizons and really challenge themselves as to how expansize a genre can be",,3,-2,3,0,2,1,2,2,2,2,0,3,1,4,2,3,3,4,0,4,5,3,3,0,4,1,2,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",Ones that defend the rights of vulnerable and oppressed people (e.g. by providing legal assistance or pushing new legislations),,,,,,4,4,1,4,4,4,1,5,5,5,1,5,3,2,4,2,3,5,3,3,3,3,3,3,4,5,3,2,3,2,2,3,3,4,6,5,5,4,6,4,3,3,3,2,4,3,3,5,4,5,4,5,1,5,5,3,50,A woman,,English,United States,UnitedStates,No,Assitant,College or university degree. In which field?,4,,,,,,,,,,,1,1,1,0,0,1,I have received my code.
2021-02-01 17:22:36,2021-02-01 17:38:32,YES,YES,100,0,0,0,0,0,0,0,,,,,,,,,YES,To me it means that someone has good taste and clothing like the way that they dressed Or it could mean that someone has good taste as far as a woman in the pic of a man,To me Could mean If someone has bad taste And Men Or It can mean that someone has bad taste in clothing from the way that they dress,,Yes My best friend she likes to dress she likes to shop a lot and she has very good taste If I was picking out clothes,Yes Another one of my friends has bad taste in men she always finds the wrong type of man,3,3,3,-3,3,3,3,3,3,3,3,3,3,3,-3,-1,-2,3,-3,,,,,,,,,,,,,,,,,,,,0,0,6,1,6,6,6,6,6,6,6,6,6,6,0,5,0,6,0,0,YES,Stop picking better literature better quality of clothes better quality of,,3,3,0,3,2,3,3,3,2,0,0,6,0,6,6,6,6,6,6,6,6,3,3,3,6,3,6,0,No,,,,,,,,5,5,5,5,5,5,5,5,5,5,1,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,51,A woman,,English,United States Of America,United States Of America,No,Property Mananger,Some college or university...       In which field?,3,Accounting,,,,,,,,,,1,1,1,1,1,1,I have received my code.
2021-02-01 17:28:33,2021-02-01 17:40:16,YES,YES,,,,,,,,,75,0,0,0,12,0,0,13,NO,,,I do not know enough about art. I could have bad taste in art!,,,,,,,,,,,,,,,,,,,,,,2,0,1,0,2,1,1,0,2,2,2,2,0,2,0,1,0,3,0,4,3,4,3,5,5,5,3,5,5,4,5,3,5,3,3,3,5,3,0,YES,"I think if I spent time with people who knew the arts, I could become more knowledgeable but people have the right to choose what they like without being judged. ",,2,-2,0,0,0,1,-1,0,2,2,0,0,0,3,1,0,0,0,0,2,0,0,0,0,3,0,0,0,Yes,,,,,,,Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),4,3,1,4,3,4,1,5,5,5,2,5,5,6,5,4,4,5,6,6,6,4,6,6,6,4,6,2,5,4,3,6,5,7,5,5,6,5,7,6,1,5,6,3,4,6,5,2,7,5,7,7,1,6,6,1,60,A woman,,English,USA,USA,No,CEO of a substance abuse prevention coalition,Some college or university...       In which field?,3,General,,,,,,,,,,2,0,0,0,0,0,I have received my code.
2021-02-01 17:27:18,2021-02-01 17:40:21,YES,YES,,,,,,,,,100,0,0,0,0,0,0,0,YES,I think that their taste is similar to mine and shows that they like high quality things. I also think that they can see the finer things in life and can appreciate them. ,They like things that are low quality and have little value. They also tend to not care about having nice things. ,,My friend Kari has good taste because she is always trying to improve her home. She spends a lot of time trying to find the nicest things and appreciates what she has. ,My friend Lisa just does not seem to care at all about her things. She often just gets the cheapest thing and then trashes her home. She has no appreciation for the finer things in life. ,,,,,,,,,,,,,,,,,,,,-1,-3,2,-3,3,-2,3,2,3,-3,0,2,3,1,-2,0,-2,3,-3,1,0,5,0,6,2,6,5,5,0,3,6,4,2,1,4,0,6,0,0,YES,They can improve their tastes by starting to value new things. I haven't always liked the same things but over time my taste has become more refined. Anyone can do that. It's not something you are born with. ,,2,-2,1,-2,0,0,-3,3,2,1,0,4,0,5,3,5,4,5,0,5,5,4,2,2,4,0,6,0,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",Ones that defend the rights of vulnerable and oppressed people (e.g. by providing legal assistance or pushing new legislations),,,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",Ones that seek to foster education (e.g. by helping children to get some education or by developing new educational programs),Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),4,4,1,4,4,5,4,5,4,5,1,5,6,6,7,6,5,7,6,7,6,5,6,6,7,5,6,4,5,7,5,6,4,6,6,6,7,5,6,5,2,7,5,4,6,6,5,6,7,6,6,6,2,6,7,1,40,A woman,,English,USA,USA,No,Database administrator,"Graduate degree, Masters. In which field?",5,,,Social policy,,,,,,,,2,1,1,0,0,2,I have received my code.
2021-02-01 17:01:11,2021-02-01 17:41:50,YES,YES,,,,,,,,,100,0,0,0,0,0,0,0,YES,"I think good taste is based upon several factors. I think a large part in most usages pertaining to consumerism is related to my personal morals. Ethically produced goods i consider in good taste. In entertainment such as music and television, I feel like good taste is based on whether or not i personally enjoy the entertainment.","I consider most products manufactured by the largest of corporations in bad taste due to their blatant disregard of human life and happiness outside of their target markets. Entertainment wise, i consider unenthusiastic, released solely to make money, entertainment in bad taste. Such as low effort sitcoms or songs just pandering to a certain group.",,"I think they have good taste because they think ahead of time and research about products before they buy them. Another person who I think has good taste in music, enjoys similar music to me and dislikes some of the same.","I think they have poor taste because they only purchase trending items without evaluating whether the product is actually decent or ethically produced. Purchasing an expensive brand over a cheaper, yet better alternative. ",3,0,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,,,,,,,,,,,,,,,,,,,,0,0,4,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,YES,"I think the only way to really improve taste is to conform to what society believes is good taste. Good taste is relative to the eye of the beholder, but as they say, majority rules. If your tastes don't match closely with the majority then you likely have bad taste according to the majority.",,-1,-2,0,-3,0,-1,-1,-2,2,4,0,2,2,6,5,2,2,5,6,3,5,2,0,0,3,5,0,0,No,,,,,,,,4,3,2,3,3,4,4,4,3,4,2,5,3,5,4,3,3,4,2,2,1,3,4,4,3,5,6,4,2,4,2,5,2,5,6,6,6,6,6,5,6,1,6,5,2,3,3,6,2,5,2,2,6,5,5,4,30,A man,,English (American),united states,united states,No,"Self Employed, with another part time job.",Some college or university...       In which field?,3,General Studies,,,,,,,,,,3,0,1,0,1,0,I have received my code.
2021-02-01 17:24:46,2021-02-01 17:42:36,YES,YES,,,,,,,,,90,1,2,1,2,2,1,1,YES,They do not chose the ordinary choices. They put thought into their choices.,They limit their choices. They refuse to try anything new.,,"She has good taste, because the show depth. She chooses creative food, and beverages. ",I know a person who is very closed minded. Her taste reflect a limited range of thinking. ,2,-2,1,-1,3,0,1,2,3,0,1,3,3,2,-1,2,-1,3,-2,,,,,,,,,,,,,,,,,,,,4,1,3,1,6,1,1,4,5,3,4,5,4,4,2,2,1,4,1,0,YES,Open their minds to something new if they are willing. I believe it is possible with effort.,,1,-2,0,-2,1,0,-2,0,2,6,0,3,1,6,2,0,1,5,2,5,5,3,3,3,3,2,5,2,No,,,,,,,,3,3,3,1,1,3,1,3,3,3,1,5,5,6,4,5,5,5,4,6,4,5,5,5,4,5,5,4,5,4,5,4,4,4,4,4,5,5,6,4,4,4,3,4,5,5,4,4,5,6,6,6,5,4,6,5,41,A man,,English,United States,United States,No,Teacher,College or university degree. In which field?,4,,Sociology,,,,,,,,,1,1,1,0,1,1,I have received my code.
2021-02-01 17:27:33,2021-02-01 17:42:38,YES,YES,,,,,,,,,90,0,0,0,10,0,0,0,YES,"The things they like and appreciate are tasteful, as in not gaudy, gross or childish.  The way they present themselves is not trashy or inappropriate.","They like and surround themselves with gaudy, trashy items.  Their idea of good is often disgusting or ridiculous.",,"President Obama.  He is reserved, funny and dresses well.  He is tactful in conversation and does not offend.","Trump.  He is gaudy, disgusting and uneducated.  He is spiteful and childish.",0,-1,3,0,2,3,1,3,2,3,3,3,3,3,-1,2,-1,0,3,,,,,,,,,,,,,,,,,,,,0,0,5,0,5,5,5,5,5,0,5,5,5,5,0,5,0,0,0,0,NO,,"People will only improve something they believe needs improving.  Taste is inherent to someone's self image, and most people believe they have a good image.",2,-3,2,-1,0,0,,-2,2,0,1,1,1,4,0,1,3,3,1,5,4,3,1,1,3,1,0,1,Yes,,,,,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",,Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),1,2,4,1,1,1,1,2,1,2,1,5,1,1,1,1,1,2,5,2,1,4,1,4,3,5,5,1,4,1,4,4,3,1,6,2,2,2,2,4,1,1,2,3,1,2,1,5,3,2,3,1,4,1,1,4,64,A woman,,English,USA,USA,No,Sales,High school,2,,,,,,,,,,,1,0,0,0,0,1,I have received my code.
2021-02-01 17:05:23,2021-02-01 17:42:48,YES,YES,0,80,0,10,10,0,0,0,,,,,,,,,YES,"When I say that someone has good taste, it means that in my opinion, the things that person likes is similar to what I like, so, therefore, they have good taste.","When I say that someone has bad taste, it means that in my opinion, the things that person likes is very different from the things I like, so, therefore, they have bad taste.",,"I think my closest friend has good taste because she likes the same things I do, dresses the same way I do, and decorates her home with the same artistic style that I like.","I think that people who have gaudy lawn ornaments have bad taste because in my opinion, it makes their lawns look like a disaster.",,,,,,,,,,,,,,,,,,,,2,-1,3,2,2,3,3,3,3,-2,2,3,3,3,0,2,2,2,1,5,2,6,3,6,6,6,6,6,1,5,6,6,6,3,5,4,5,4,0,YES,"I think if you hang around someone long enough, then their tastes can grow on you.",,-1,-1,1,1,1,-1,-1,-1,2,3,2,4,3,4,2,4,4,3,2,3,5,4,2,3,4,3,2,4,Yes,"Ones that seek to help people in need (e.g. by giving food, shelter, or providing medical care)",,,,"Ones that seek to protect or restore nature (e.g. fighting pollution, saving endangered species, preserving natural landscapes)",Ones that seek to foster education (e.g. by helping children to get some education or by developing new educational programs),Ones that seek to protect animals (e.g. by developing and funding shelters or fighting against animal exploitation),3,3,2,3,3,4,3,4,4,4,1,5,5,4,6,3,3,5,5,7,4,6,5,5,4,4,7,1,3,4,3,3,4,7,7,7,6,6,6,3,3,4,3,3,7,6,7,2,7,3,7,7,1,4,7,1,45,A woman,,English,United States of America,United States of America,No,Self-employed Small Business Owner,Some college or university...       In which field?,3,General Studies,,,,,,,,,,5,1,0,0,1,1,I have received my code.
